Index;Education level;Degree;Tuition fees;ID;Branches of Science;Group of Professions;Year;Number of Applications;Number of Students
3477;Higher Education;Master's degree;Full pay / tuition fee;8;Arts and Culture;Film and Screen Arts;2023;0;0
3478;Higher Education;Master's degree;Full pay / tuition fee;9;Military Science;Military Management;2023;0;0
3479;Higher Education;Master's degree;Full pay / tuition fee;9;Military Science;Ensuring National Security;2023;NaN;NaN
3480;Higher Education;Master's degree;Full pay / tuition fee;10;Oriental and African Studies;Oriental and African Studies;2023;615;109
3481;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;1;Mathematical and Natural Sciences;Mathematics and Mechanics;2023;0;0
3482;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;1;Mathematical and Natural Sciences;Computer Science;2023;0;0
3483;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;1;Mathematical and Natural Sciences;Physics and Astronomy;2023;0;0
3484;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;1;Mathematical and Natural Sciences;Chemistry;2023;0;0
3485;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;1;Mathematical and Natural Sciences;Earth Science;2023;1800;419
3486;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;1;Mathematical and Natural Sciences;Biological Sciences;2023;0;0
3487;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;2;Engineering and Technology;Architecture;2023;9140;1835
3488;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;2;Engineering and Technology;Construction Equipment and Technologies;2023;109190;37852
3489;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;2;Engineering and Technology;Information Technology;2023;280637;50251
3490;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;2;Engineering and Technology;Information Security;2023;37225;5847
3491;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;2;Engineering and Technology;Electronics, and Radio Engineering and Communication Systems;2023;35811;8796
3492;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;2;Engineering and Technology;Photonics, Instrument Engineering, Optical and Biotechnical Technologies;2023;3577;873
3493;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;2;Engineering and Technology;Electrical and Thermal Power Engineering;2023;55915;21792
3494;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;2;Engineering and Technology;Nuclear Energy and Technology;2023;459;187
3495;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;2;Engineering and Technology;Mechanical Engineering;2023;89412;30903
3496;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;2;Engineering and Technology;Physics and Technical Sciences and Technologies;2023;0;0
3497;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;2;Engineering and Technology;Weaponry and Military Technology;2023;0;0
3498;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;2;Engineering and Technology;Chemical Technologies;2023;17574;6203
3499;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;2;Engineering and Technology;Industrial Ecology and Biotechnology;2023;17986;8829
3500;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;2;Engineering and Technology;Industrial Safety and Environmental Management;2023;21537;6122
3501;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;2;Engineering and Technology;Geology, Mining, Oil and Gas Engineering and Geodesy;2023;79985;18531
3502;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;2;Engineering and Technology;Material Technology;2023;24531;9596
3503;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;2;Engineering and Technology;Transport Equipment and Technologies;2023;131975;46872
3504;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;2;Engineering and Technology;Aviation, Rocket, and Space Technology;2023;4366;947
3505;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;2;Engineering and Technology;Air Navigation and Operation of Aviation, Rocket and Space Technology;2023;16203;4238
3506;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;2;Engineering and Technology;Shipbuilding and Water Transport Technologies;2023;22699;8179
3507;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;2;Engineering and Technology;Technical Management;2023;17855;5239
3508;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;2;Engineering and Technology;Nanotechnology;2023;0;0
3509;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;2;Engineering and Technology;Light Industry Technologies;2023;11412;5176
3510;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;3;Healthcare and Medicine;Fundamental Medicine;2023;0;0
3511;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;3;Healthcare and Medicine;Clinical Medicine;2023;87548;23118
3512;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;3;Healthcare and Medicine;Health Sciences and Preventive Healthcare;2023;1094;284
3513;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;3;Healthcare and Medicine;Pharmacy;2023;12762;1966
3514;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;3;Healthcare and Medicine;Nursing;2023;117711;39534
3515;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;4;Agriculture;Agriculture, Forestry, and Fisheries;2023;55045;28492
3516;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;4;Agriculture;Veterinary Medicine and Zootechnics;2023;15059;6856
3517;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;5;Social Sciences;Psychology;2023;0;0
3518;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;5;Social Sciences;Economics and Management;2023;131391;36588
3519;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;5;Social Sciences;Sociology and Social Services;2023;7884;3235
3520;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;5;Social Sciences;Jurisprudence;2023;40588;8761
3521;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;5;Social Sciences;Political Science and Regional Studies;2023;0;0
3522;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;5;Social Sciences;Mass Media and Information;2023;9088;1854
3523;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;5;Social Sciences;Service and Tourism;2023;122049;39352
3524;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;6;Education Sciences and Pedagogy;Education Sciences and Pedagogy;2023;124287;39589
3525;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;7;Humanities;Linguistics and Philology;2023;0;0
3526;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;7;Humanities;History and Archaeology;2023;11719;4125
3527;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;7;Humanities;Philosophy, Ethics, and Religious Studies;2023;0;0
3528;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;7;Humanities;Theology;2023;0;0
3529;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;7;Humanities;Physical Education and Sports;2023;33811;11699
3530;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;8;Arts and Culture;Art History;2023;145;25
3531;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;8;Arts and Culture;Cultural Studies and Socio-Cultural Projects;2023;15505;5864
3532;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;8;Arts and Culture;Performing Arts and Literary Creativity;2023;3552;1029
3533;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;8;Arts and Culture;Musical Art;2023;17629;9344
3534;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;8;Arts and Culture;Design and Restoration;2023;52077;11203
3535;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;8;Arts and Culture;Film and Screen Arts;2023;3107;709
3536;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;9;Military Science;Military Management;2023;0;0
3537;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;9;Military Science;Ensuring National Security;2023;NaN;NaN
3538;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;10;Oriental and African Studies;Oriental and African Studies;2023;0;0
3539;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;1;Mathematical and Natural Sciences;Mathematics and Mechanics;2023;0;0
3540;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;1;Mathematical and Natural Sciences;Computer Science;2023;0;0
3541;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;1;Mathematical and Natural Sciences;Physics and Astronomy;2023;0;0
3542;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;1;Mathematical and Natural Sciences;Chemistry;2023;0;0
3543;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;1;Mathematical and Natural Sciences;Earth Science;2023;472;112
3544;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;1;Mathematical and Natural Sciences;Biological Sciences;2023;0;0
3545;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;2;Engineering and Technology;Architecture;2023;3702;1841
3546;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;2;Engineering and Technology;Construction Equipment and Technologies;2023;21963;10266
3547;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;2;Engineering and Technology;Information Technology;2023;108995;52565
3548;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;2;Engineering and Technology;Information Security;2023;9679;3281
3549;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;2;Engineering and Technology;Electronics, and Radio Engineering and Communication Systems;2023;4840;1550
3550;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;2;Engineering and Technology;Photonics, Instrument Engineering, Optical and Biotechnical Technologies;2023;901;147
3551;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;2;Engineering and Technology;Electrical and Thermal Power Engineering;2023;8683;4402
3552;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;2;Engineering and Technology;Nuclear Energy and Technology;2023;188;148
3553;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;2;Engineering and Technology;Mechanical Engineering;2023;12456;5646
3554;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;2;Engineering and Technology;Physics and Technical Sciences and Technologies;2023;0;0
3555;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;2;Engineering and Technology;Weaponry and Military Technology;2023;0;0
3556;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;2;Engineering and Technology;Chemical Technologies;2023;5004;1998
3557;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;2;Engineering and Technology;Industrial Ecology and Biotechnology;2023;1757;793
3558;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;2;Engineering and Technology;Industrial Safety and Environmental Management;2023;9893;6149
3559;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;2;Engineering and Technology;Geology, Mining, Oil and Gas Engineering and Geodesy;2023;34850;14665
3560;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;2;Engineering and Technology;Material Technology;2023;1785;912
3561;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;2;Engineering and Technology;Transport Equipment and Technologies;2023;29213;16599
3562;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;2;Engineering and Technology;Aviation, Rocket, and Space Technology;2023;739;194
3563;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;2;Engineering and Technology;Air Navigation and Operation of Aviation, Rocket and Space Technology;2023;2242;1044
3564;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;2;Engineering and Technology;Shipbuilding and Water Transport Technologies;2023;6530;3558
3565;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;2;Engineering and Technology;Technical Management;2023;3086;1241
3566;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;2;Engineering and Technology;Nanotechnology;2023;0;0
3567;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;2;Engineering and Technology;Light Industry Technologies;2023;800;430
3568;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;3;Healthcare and Medicine;Fundamental Medicine;2023;0;0
